lat,lon,bat,tl_20m,tl_40m,tl_z_half,tl_zmin,zmin
-41.11805637278455,-65.09804842047849,19.936758220485387,3.6814754,16.772404,5.614229,-2.4572449,6.877192982456141
-41.118053198970074,-65.09803828839823,19.94162161901153,3.9624665,18.192148,9.922481,3.9289405,4.982456140350878
-41.11804957175244,-65.0980267088791,19.947179788191484,8.802534,20.528944,9.16434,7.557057,5.298245614035088
-41.11804639793605,-65.09801657680092,19.952043185721735,16.902956,23.81356,11.836863,8.440625,6.000000000000001
-41.11804277071622,-65.09800499728419,19.957601353748906,14.251084,27.465864,18.580494,10.201651,6.385964912280703
-41.11803914349523,-65.09799341776873,19.963159521168983,12.157571,28.344086,21.987926,12.142026,8.035087719298247
-41.11803596967591,-65.09798328569376,19.968022917157636,12.922397,28.177391,16.997988,12.819557,8.140350877192983
-41.11803234245273,-65.09797170618069,19.973581083431757,16.321398,28.392664,14.687234,13.80455,1.3684210526315792
-41.1180291686315,-65.09796157410781,19.978444478410875,21.26965,28.149733,15.06732,14.072641,1.3684210526315792
-41.11802554140614,-65.09794999459714,19.984002643532207,27.092463,28.071743,17.09695,14.716174,5.2631578947368425
-41.1180219141796,-65.09793841508774,19.98956080804645,25.084852,27.714573,20.268152,15.593672,5.298245614035088
-41.11801874035544,-65.09792828301806,19.994424201490798,22.665956,27.713451,23.786016,16.174122,2.421052631578948
-41.11801511312672,-65.09791670351106,19.999982364852258,20.646961,27.935799,30.092016,15.990415,6.912280701754387
-41.118011939300644,-65.09790657144347,20.004845757293886,19.714352,28.197508,31.945644,16.567635,6.9824561403508785
-41.11800831206975,-65.09789499193884,20.0104039195162,19.803661,28.694632,25.363972,17.85103,1.6140350877192984
-41.11800468483767,-65.09788341243551,20.01596208111779,20.776306,29.396185,22.436115,18.907549,1.7894736842105265
-41.11800151100866,-65.09787328037113,20.020825472017822,21.510977,30.121365,21.857384,18.88966,2.8070175438596494
-41.1179978837744,-65.09786170087018,20.026383632473447,21.392584,31.03041,22.547094,18.296577,3.0175438596491233
-41.11799470994348,-65.0978515688079,20.031247022370763,21.048012,31.798353,23.26162,18.492483,3.12280701754386
-41.117991082707036,-65.09783998930934,20.03680518168043,21.33239,32.50761,22.985176,19.141289,19.789473684210527
-41.11798745546943,-65.09782840981205,20.042363340376177,22.723059,32.98643,22.139023,19.336302,20.000000000000004
-41.117984281635565,-65.09781827775296,20.047226728738718,24.784063,33.32935,21.862984,20.47411,19.964912280701757
-41.11798065439577,-65.09780669825807,20.052784886288514,28.142366,33.803356,22.394905,21.656425,11.719298245614036
-41.11797748055999,-65.09779656620108,20.05764827364151,31.72634,34.469246,23.664547,20.578304,11.684210526315791
-41.11797385331803,-65.09778498670858,20.06320643004534,35.290215,35.740604,25.971676,20.074148,11.649122807017546
-41.11797022607487,-65.09777340721735,20.06876458583526,37.97642,37.831593,28.647058,20.351347,11.6140350877193
-41.11796705223616,-65.09776327516357,20.073627971646665,42.08833,40.666367,29.83994,21.209715,11.578947368421055
-41.117963424990826,-65.09775169567473,20.07918612629063,46.457447,46.04711,29.031616,21.556194,14.49122807017544
-41.11796025115021,-65.09774156362305,20.084049511099316,37.365635,51.259747,28.037025,21.457258,14.561403508771932
-41.117956623902685,-65.09772998413659,20.089607664597303,31.80447,45.26332,27.739737,21.73277,14.701754385964914
-41.117952996654004,-65.09771840465142,20.095165817481387,28.9107,40.52244,28.529873,22.253147,4.140350877192983
-41.117949822810445,-65.09770827260293,20.100029200755312,27.62647,37.994194,30.074366,22.213531,3.859649122807018
-41.11794619555958,-65.09769669312016,20.10558735248661,27.113283,36.109207,32.439438,22.498812,3.7543859649122813
-41.11794302171411,-65.09768656107376,20.11045073475781,27.163126,35.024906,35.054157,23.28686,3.7543859649122813
-41.117939394461054,-65.09767498159337,20.116008885343142,27.340174,34.272293,38.169453,24.60602,14.105263157894738
-41.11793576720683,-65.09766340211425,20.121567035321387,27.322405,33.943127,40.48928,23.754793,6.666666666666668
-41.11793259335843,-65.09765327007106,20.126430416050994,27.067415,33.954098,39.989277,23.182186,6.736842105263159
-41.11792896610202,-65.09764169059434,20.13198856487646,26.817776,34.288433,36.57368,22.950449,6.771929824561404
-41.117925792251704,-65.09763155855325,20.13685194460335,26.890234,34.80562,33.571095,23.171526,6.80701754385965
-41.11792216499311,-65.09761997907891,20.142410092282848,27.434402,35.49935,31.087492,23.940977,6.736842105263159
-41.117918537733345,-65.09760839960585,20.147968239355258,28.40471,36.03139,29.551939,23.59999,19.92982456140351
-41.1179153638801,-65.09759826756797,20.15283161753373,29.493366,36.11193,28.887146,23.409653,20.10526315789474
-41.11791173661814,-65.0975866880973,20.15838976346018,30.5589,35.71067,28.745235,23.665695,20.03508771929825
-41.11790856276298,-65.0975765560615,20.16325314064276,31.10601,35.069557,28.965967,24.11117,19.964912280701757
-41.11790493549884,-65.09756497659322,20.16881128541642,31.433079,34.294544,29.459162,24.361456,4.561403508771931
-41.11790130823355,-65.0975533971262,20.174369429583,31.61459,33.701176,30.086214,24.464413,4.526315789473685
-41.117898134375444,-65.09754326509363,20.17923280521716,31.575695,33.399437,30.730978,24.734465,4.631578947368422
-41.11789450710796,-65.09753168562901,20.184790948237772,31.073069,33.368587,31.695219,24.780603,19.754385964912284
-41.117891333247954,-65.09752155359851,20.189654322876038,30.152802,33.585205,32.785755,24.5333,19.719298245614038
-41.11788770597828,-65.0975099741363,20.195212464737047,28.953072,34.133068,33.702415,24.313358,20.140350877192986
-41.117884078707434,-65.09749839467534,20.200770605997786,28.033167,34.950577,33.03646,24.351917,19.92982456140351
-41.1178809048445,-65.09748826264806,20.20563397909446,27.585962,35.79651,31.316061,24.529593,20.03508771929825
-41.117877277571466,-65.0974766831895,20.211192119202416,27.528463,36.795376,29.22556,24.889952,20.140350877192986
-41.11787410370661,-65.0974665511643,20.216055491296373,27.849247,37.513973,27.749645,25.159082,20.10526315789474
-41.117870476431406,-65.09745497170813,20.22161363025836,28.536201,38.058647,26.637901,25.77602,20.070175438596493
-41.117866849155035,-65.09744339225324,20.22717176860645,29.353714,38.278526,25.974155,25.906229,9.894736842105264
-41.11786367528724,-65.09743326023126,20.23203513915881,30.108557,38.359848,25.663235,25.659718,10.035087719298247
-41.117860048008666,-65.09742168077875,20.23759327636093,30.964632,38.53513,25.544022,25.526005,10.210526315789474
-41.117856874138965,-65.09741154875884,20.242456645917393,31.703129,38.861534,25.554955,25.476122,10.350877192982457
-41.11785324685821,-65.09739996930874,20.248014781966727,32.55829,39.55141,25.610865,25.479095,10.456140350877195
-41.11784961957629,-65.0973883898599,20.253572917408977,33.25832,40.597176,25.77414,25.550907,10.561403508771932
-41.11784644570366,-65.09737825784322,20.258436285417034,33.39531,41.847237,25.985962,25.661968,10.631578947368423
-41.11784281841956,-65.09736667839675,20.26399441972013,32.86867,43.655952,26.320194,25.84983,10.73684210526316
-41.117839644545,-65.09735654638216,20.268857786725466,32.012245,45.531105,26.67249,26.117193,10.771929824561406
-41.11783601725871,-65.09734496693811,20.274415919868968,30.957071,47.960537,27.077724,26.562119,10.80701754385965
-41.11783238997126,-65.09733338749533,20.279974052405375,30.062227,50.564175,27.397171,27.146555,10.666666666666668
-41.117829216093774,-65.09732325548393,20.284837417875938,29.4314,52.849743,27.583126,27.582468,10.17543859649123
-41.11782558880413,-65.09731167604355,20.290395549259564,28.83308,55.496887,27.761997,27.29121,9.298245614035089
-41.11782241492473,-65.09730154403424,20.29525891372741,28.369698,57.621914,27.956806,26.959364,9.122807017543861
-41.117818787632906,-65.09728996459624,20.300817043965072,27.925669,59.361782,28.278488,26.758444,8.982456140350878
-41.11781516033991,-65.09727838515951,20.30637517359565,27.609222,58.823483,28.723488,26.751564,8.842105263157896
-41.11781198645758,-65.09726825315343,20.311238536515074,27.447565,56.99586,29.209715,26.866802,8.73684210526316
-41.117808359162396,-65.09725667371909,20.31679666499969,27.40991,55.045227,29.976898,27.100119,8.561403508771932
-41.11780518527816,-65.09724654171508,20.32166002692322,27.49022,53.876663,30.571793,27.36791,8.385964912280702
-41.11780155798078,-65.09723496228314,20.327218154255046,27.653162,53.13271,31.305954,27.651527,8.070175438596493
-41.11779793068226,-65.09722338285248,20.33277628097297,27.864458,52.96556,32.059795,27.752657,7.578947368421054
-41.11779475679508,-65.09721325085168,20.337639641354908,28.05462,53.01251,32.74246,27.715252,7.36842105263158
