lat,lon,bat,tl_20m,tl_40m,tl_z_half,tl_zmin,zmin
-41.11771540932555,-65.09695995114913,20.459223498578886,32.902435,45.54805,36.195312,27.993671,6.36842105263158
-41.117370808127134,-65.0958599138045,20.98724142400077,50.791695,58.269764,35.37789,29.785212,14.508771929824563
-41.11702619640501,-65.09475988796623,21.515253826370568,40.252586,67.4327,34.317078,32.40618,15.245614035087721
-41.1166815741594,-65.09365987363438,22.0323681404379,33.509964,74.337036,37.122562,33.509964,8.000000000000002
-41.11633694139055,-65.09255987080905,22.45104969433897,33.55894,82.72739,76.27661,33.54909,8.087719298245615
-41.11599229809868,-65.09145987949033,22.913400023653033,54.001926,90.1477,39.156326,35.680992,16.35087719298246
-41.115647644284046,-65.09035989967832,23.419420443215017,45.946194,104.56555,41.811375,38.266445,22.192982456140353
-41.11530297994686,-65.0892599313731,23.982517814497655,43.086967,105.41648,48.907913,39.78528,2.596491228070176
-41.11495830508737,-65.08815997457478,24.59321904397334,43.84923,120.28014,40.731056,40.5829,11.877192982456142
-41.114613619705814,-65.08706002928344,25.203917275392385,38.623817,119.98583,52.294975,38.30762,8.666666666666668
-41.11426892380243,-65.08596009549915,25.739154210576306,50.70116,107.36295,42.638947,40.368824,23.947368421052634
-41.11392421737743,-65.08486017322203,26.267116903594584,48.854248,131.05502,48.410744,41.757614,21.03508771929825
-41.11357950043107,-65.08376026245215,26.795074073137854,52.846268,121.897675,48.618053,39.328667,18.824561403508774
-41.11323477296359,-65.0826603631896,27.32302571915836,57.795647,128.65163,46.46383,42.12907,3.2280701754385968
-41.11289003497521,-65.0815604754345,27.850971841608363,47.95906,107.452065,44.652878,43.104534,12.087719298245617
-41.112545286466165,-65.0804605991869,28.37891244045375,46.442802,125.48502,45.57546,44.109276,5.070175438596492
-41.11220052743671,-65.07936073444694,28.906847515639953,50.034832,117.143936,48.95993,42.988342,20.03508771929825
-41.111855757887064,-65.07826088121466,29.43477706713287,55.009167,111.18475,54.572105,44.125454,21.631578947368425
-41.11151097781746,-65.07716103949018,29.96270109488475,61.742413,117.95802,63.208836,44.3089,21.29824561403509
-41.11116618722814,-65.07606120927358,30.446492064207867,51.43074,112.85529,63.436172,43.413567,21.78947368421053
-41.11082138611934,-65.07496139056495,30.969066190681314,47.340782,109.826035,57.5938,46.11418,9.982456140350878
-41.1104765744913,-65.07386158336439,31.535322780503048,47.494507,107.84096,60.290512,46.7611,9.36842105263158
-41.11013175234424,-65.07276178767196,32.07434196762922,49.849476,108.96367,49.973457,45.195553,12.140350877192985
-41.109786919678406,-65.0716620034878,32.60223837602789,49.702515,111.39005,49.466366,46.010605,4.947368421052632
-41.109442076494034,-65.07056223081197,33.130129260426315,49.453346,125.41765,47.42515,47.42114,16.666666666666668
-41.109097222791355,-65.06946246964456,33.658014620783575,51.084747,114.75316,50.22482,48.173576,29.91228070175439
-41.10875235857061,-65.06836271998567,34.22302073602982,54.775127,105.50971,60.105118,47.011818,23.98245614035088
-41.10840748383203,-65.06726298183538,34.88585980807376,62.14197,103.703835,56.527294,46.71527,26.701754385964914
-41.10806259857585,-65.06616325519379,35.592385486223584,55.488968,88.48888,51.50553,46.791656,32.71929824561404
-41.107717702802304,-65.06506354006099,36.34259908317105,57.946915,97.25141,50.983982,47.378902,25.438596491228076
-41.107372796511626,-65.06396383643705,37.027887408272164,58.075584,94.46661,58.60859,48.409695,13.017543859649125
-41.10702787970406,-65.06286414432209,37.63851965726998,50.635544,76.084274,54.38322,50.617928,5.175438596491229
-41.106682952379835,-65.06176446371619,38.24914890591924,52.129948,78.59074,50.59776,49.648373,26.98245614035088
-41.10633801453919,-65.06066479461943,38.85977515411933,52.20765,69.91363,55.22283,48.29725,12.157894736842106
-41.10599306618236,-65.0595651370319,39.421336395966264,51.31558,72.21392,52.604355,48.292313,4.842105263157896
-41.10564810730957,-65.05846549095371,40.00420974882485,57.69255,59.91146,58.296524,46.806004,14.017543859649125
-41.10530313792106,-65.05736585638493,40.630777921117414,53.494995,57.92892,53.104836,51.81769,16.771929824561404
-41.104958158017084,-65.05626623332566,41.301042224816925,51.896046,54.852966,54.57197,51.151726,9.964912280701755
-41.10461316759785,-65.05516662177598,42.172872183752744,55.296143,59.24541,53.22016,51.70756,34.00000000000001
-41.10426816666361,-65.05406702173599,43.04738443676564,65.55816,62.53352,53.47857,51.38224,24.596491228070178
-41.10392315521459,-65.05296743320577,43.92189092629239,56.63811,70.883316,54.369564,50.686066,32.36842105263158
-41.10357813325104,-65.05186785618542,44.74467711160093,61.838394,51.5574,54.12359,50.87883,37.94736842105264
-41.103233100773174,-65.05076829067504,45.35527635127525,61.774628,51.407196,53.546528,51.352642,39.0701754385965
-41.10288805778124,-65.04966873667469,45.965872589506226,57.623466,61.908913,59.639244,49.15759,32.31578947368421
-41.10254300427548,-65.04856919418448,46.57646582618982,64.82264,55.94631,55.150303,52.05228,29.385964912280706
-41.102197940256126,-65.04746966320451,46.97544517896575,58.46529,55.602364,65.10017,51.395275,16.964912280701757
-41.1018528657234,-65.04637014373483,46.965217758655555,54.575836,54.1995,54.577717,52.763744,5.421052631578948
-41.10150778067754,-65.04527063577558,46.94958813632457,57.20037,57.013817,58.048313,52.939137,14.578947368421055
-41.1011626851188,-65.0441711393268,46.97766726511418,57.824886,67.148544,54.269913,53.129578,20.40350877192983
-41.10081757904739,-65.04307165438863,47.0,58.27205,58.494476,53.56951,52.159176,13.649122807017546
-41.100472462463564,-65.04197218096112,47.0,53.008392,63.27559,60.03886,52.000652,13.473684210526319
-41.10012733536756,-65.04087271904439,47.0,51.44199,61.924477,56.166367,50.939495,6.385964912280703
-41.099782197759595,-65.0397732686385,47.0,57.032017,62.715546,64.45179,50.057953,16.315789473684212
-41.09943704963991,-65.03867382974356,47.07964892809358,60.06101,71.89881,54.537563,51.81006,18.631578947368425
-41.099091891008754,-65.03757440235965,47.135990409845604,56.02156,70.8593,55.36323,53.30623,32.40350877192983
-41.09874672186635,-65.03647498648687,47.148613726066046,55.73931,56.837914,57.47539,53.775444,11.298245614035089
-41.09840154221293,-65.0353755821253,47.12508298940604,56.23373,54.215908,54.497753,54.19827,39.684210526315795
-41.09805635204875,-65.03427618927502,47.298062940232235,66.6304,56.735073,64.28563,52.282207,16.754385964912284
-41.09771115137402,-65.03317680793614,47.53756612042029,61.82239,60.442745,57.766125,52.955524,29.877192982456144
